Local Authority,Cumulative Cases,Deaths (cum.),First dose (cum.),Second dose (cum.),Third dose (cum.),Median age,People per sq. km,Asian%,"Black, African, Caribbean%",Mixed%,White%,Other%,% of key workers,Unemployed (%),Employees (%),Self-employed (%),Region name,"Households, 1+ child (%)",Deprivation Score
Bath and North East Somerset,53103.0,291.0,154981.0,146820.0,121870.0,38.2,559.0,2.6,0.8,1.6,94.6,0.4,33.5,3.1,67.5,12.1,South West,20.8,11.7
Luton,70619.0,665.0,147905.0,134647.0,84456.0,34.6,4914.0,30.0,9.8,4.1,54.7,1.5,31.6,4.3,61.3,9.6,East  ,31.2,25.9
Luton,70619.0,665.0,147905.0,134647.0,84456.0,34.6,4914.0,30.0,9.8,4.1,54.7,1.5,31.6,4.3,61.3,9.6,East  ,31.2,25.9
Luton,70619.0,665.0,147905.0,134647.0,84456.0,34.6,4914.0,30.0,9.8,4.1,54.7,1.5,31.6,4.3,61.3,9.6,East  ,31.2,25.9
Luton,70619.0,665.0,147905.0,134647.0,84456.0,34.6,4914.0,30.0,9.8,4.1,54.7,1.5,31.6,4.3,61.3,9.6,East  ,31.2,25.9
Portsmouth,63554.0,450.0,162493.0,152166.0,116411.0,34.1,5321.0,6.1,1.8,2.7,88.4,1.1,30.6,4.0,64.2,8.3,South East,21.6,26.9
Portsmouth,63554.0,450.0,162493.0,152166.0,116411.0,34.1,5321.0,6.1,1.8,2.7,88.4,1.1,30.6,4.0,64.2,8.3,South East,21.6,26.9
Portsmouth,63554.0,450.0,162493.0,152166.0,116411.0,34.1,5321.0,6.1,1.8,2.7,88.4,1.1,30.6,4.0,64.2,8.3,South East,21.6,26.9
Portsmouth,63554.0,450.0,162493.0,152166.0,116411.0,34.1,5321.0,6.1,1.8,2.7,88.4,1.1,30.6,4.0,64.2,8.3,South East,21.6,26.9
Bedford,57806.0,605.0,135928.0,128280.0,97244.0,40.5,364.0,11.4,3.9,3.4,80.5,0.7,32.6,3.6,75.5,9.3,East  ,21.5,18.9
Bedford,57806.0,605.0,135928.0,128280.0,97244.0,40.5,364.0,11.4,3.9,3.4,80.5,0.7,32.6,3.6,75.5,9.3,East  ,21.5,18.9
Bedford,57806.0,605.0,135928.0,128280.0,97244.0,40.5,364.0,11.4,3.9,3.4,80.5,0.7,32.6,3.6,75.5,9.3,East  ,21.5,18.9
Bedford,57806.0,605.0,135928.0,128280.0,97244.0,40.5,364.0,11.4,3.9,3.4,80.5,0.7,32.6,3.6,75.5,9.3,East  ,21.5,18.9
Liverpool,162512.0,1541.0,347329.0,320154.0,228663.0,34.8,4453.0,4.2,2.6,2.5,88.9,1.8,30.4,4.4,62.7,6.2,North West,20.0,42.4
Liverpool,162512.0,1541.0,347329.0,320154.0,228663.0,34.8,4453.0,4.2,2.6,2.5,88.9,1.8,30.4,4.4,62.7,6.2,North West,20.0,42.4
Liverpool,162512.0,1541.0,347329.0,320154.0,228663.0,34.8,4453.0,4.2,2.6,2.5,88.9,1.8,30.4,4.4,62.7,6.2,North West,20.0,42.4
Liverpool,162512.0,1541.0,347329.0,320154.0,228663.0,34.8,4453.0,4.2,2.6,2.5,88.9,1.8,30.4,4.4,62.7,6.2,North West,20.0,42.4
Bexley,75090.0,675.0,178737.0,168142.0,126503.0,38.9,4099.0,6.6,8.5,2.3,81.9,0.8,29.0,4.4,68.0,9.4,London,27.1,16.3
Bexley,75090.0,675.0,178737.0,168142.0,126503.0,38.9,4099.0,6.6,8.5,2.3,81.9,0.8,29.0,4.4,68.0,9.4,London,27.1,16.3
Bexley,75090.0,675.0,178737.0,168142.0,126503.0,38.9,4099.0,6.6,8.5,2.3,81.9,0.8,29.0,4.4,68.0,9.4,London,27.1,16.3
Bexley,75090.0,675.0,178737.0,168142.0,126503.0,38.9,4099.0,6.6,8.5,2.3,81.9,0.8,29.0,4.4,68.0,9.4,London,27.1,16.3
Southwark,94023.0,451.0,232865.0,213777.0,153818.0,33.6,11045.0,9.4,26.9,6.2,54.2,3.3,31.4,4.3,66.0,12.6,London,23.3,25.8
Southwark,94023.0,451.0,232865.0,213777.0,153818.0,33.6,11045.0,9.4,26.9,6.2,54.2,3.3,31.4,4.3,66.0,12.6,London,23.3,25.8
Southwark,94023.0,451.0,232865.0,213777.0,153818.0,33.6,11045.0,9.4,26.9,6.2,54.2,3.3,31.4,4.3,66.0,12.6,London,23.3,25.8
Southwark,94023.0,451.0,232865.0,213777.0,153818.0,33.6,11045.0,9.4,26.9,6.2,54.2,3.3,31.4,4.3,66.0,12.6,London,23.3,25.8
Waltham Forest,83613.0,599.0,184148.0,170897.0,114875.0,35.2,7137.0,21.1,17.3,5.3,52.2,4.1,31.9,5.4,58.5,12.4,London,25.9,25.2
Waltham Forest,83613.0,599.0,184148.0,170897.0,114875.0,35.2,7137.0,21.1,17.3,5.3,52.2,4.1,31.9,5.4,58.5,12.4,London,25.9,25.2
Waltham Forest,83613.0,599.0,184148.0,170897.0,114875.0,35.2,7137.0,21.1,17.3,5.3,52.2,4.1,31.9,5.4,58.5,12.4,London,25.9,25.2
Waltham Forest,83613.0,599.0,184148.0,170897.0,114875.0,35.2,7137.0,21.1,17.3,5.3,52.2,4.1,31.9,5.4,58.5,12.4,London,25.9,25.2
Halton,44918.0,345.0,96639.0,90856.0,69433.0,40.9,1636.0,0.7,0.2,1.1,97.8,0.1,30.0,3.7,68.3,5.3,North West,23.5,32.3
Halton,44918.0,345.0,96639.0,90856.0,69433.0,40.9,1636.0,0.7,0.2,1.1,97.8,0.1,30.0,3.7,68.3,5.3,North West,23.5,32.3
Halton,44918.0,345.0,96639.0,90856.0,69433.0,40.9,1636.0,0.7,0.2,1.1,97.8,0.1,30.0,3.7,68.3,5.3,North West,23.5,32.3
Halton,44918.0,345.0,96639.0,90856.0,69433.0,40.9,1636.0,0.7,0.2,1.1,97.8,0.1,30.0,3.7,68.3,5.3,North West,23.5,32.3
Peterborough,68479.0,435.0,148280.0,137365.0,100611.0,36.7,589.0,11.7,2.3,2.7,82.5,0.8,32.9,4.9,66.6,8.2,East  ,26.4,27.8
Peterborough,68479.0,435.0,148280.0,137365.0,100611.0,36.7,589.0,11.7,2.3,2.7,82.5,0.8,32.9,4.9,66.6,8.2,East  ,26.4,27.8
Peterborough,68479.0,435.0,148280.0,137365.0,100611.0,36.7,589.0,11.7,2.3,2.7,82.5,0.8,32.9,4.9,66.6,8.2,East  ,26.4,27.8
Peterborough,68479.0,435.0,148280.0,137365.0,100611.0,36.7,589.0,11.7,2.3,2.7,82.5,0.8,32.9,4.9,66.6,8.2,East  ,26.4,27.8
Thurrock,58104.0,530.0,117285.0,109127.0,75596.0,36.9,1064.0,3.8,7.8,2.0,85.9,0.6,29.2,4.1,65.2,10.3,East  ,29.9,20.9
Thurrock,58104.0,530.0,117285.0,109127.0,75596.0,36.9,1064.0,3.8,7.8,2.0,85.9,0.6,29.2,4.1,65.2,10.3,East  ,29.9,20.9
Thurrock,58104.0,530.0,117285.0,109127.0,75596.0,36.9,1064.0,3.8,7.8,2.0,85.9,0.6,29.2,4.1,65.2,10.3,East  ,29.9,20.9
Thurrock,58104.0,530.0,117285.0,109127.0,75596.0,36.9,1064.0,3.8,7.8,2.0,85.9,0.6,29.2,4.1,65.2,10.3,East  ,29.9,20.9
Brighton and Hove,86165.0,464.0,222074.0,208162.0,159728.0,35.3,3512.0,4.1,1.5,3.8,89.1,1.5,31.3,4.1,62.7,12.3,South East,18.6,20.8
Brighton and Hove,86165.0,464.0,222074.0,208162.0,159728.0,35.3,3512.0,4.1,1.5,3.8,89.1,1.5,31.3,4.1,62.7,12.3,South East,18.6,20.8
Brighton and Hove,86165.0,464.0,222074.0,208162.0,159728.0,35.3,3512.0,4.1,1.5,3.8,89.1,1.5,31.3,4.1,62.7,12.3,South East,18.6,20.8
Brighton and Hove,86165.0,464.0,222074.0,208162.0,159728.0,35.3,3512.0,4.1,1.5,3.8,89.1,1.5,31.3,4.1,62.7,12.3,South East,18.6,20.8
Rochdale,72402.0,826.0,160136.0,148278.0,104550.0,38.1,1407.0,14.9,1.3,1.7,81.7,0.4,34.4,5.6,58.8,10.8,North West,29.7,34.4
Rochdale,72402.0,826.0,160136.0,148278.0,104550.0,38.1,1407.0,14.9,1.3,1.7,81.7,0.4,34.4,5.6,58.8,10.8,North West,29.7,34.4
Rochdale,72402.0,826.0,160136.0,148278.0,104550.0,38.1,1407.0,14.9,1.3,1.7,81.7,0.4,34.4,5.6,58.8,10.8,North West,29.7,34.4
Rochdale,72402.0,826.0,160136.0,148278.0,104550.0,38.1,1407.0,14.9,1.3,1.7,81.7,0.4,34.4,5.6,58.8,10.8,North West,29.7,34.4
Tameside,74825.0,835.0,172872.0,161218.0,119411.0,40.1,2196.0,6.6,0.8,1.4,90.9,0.2,34.5,4.2,63.6,10.0,North West,21.7,31.4
Tameside,74825.0,835.0,172872.0,161218.0,119411.0,40.1,2196.0,6.6,0.8,1.4,90.9,0.2,34.5,4.2,63.6,10.0,North West,21.7,31.4
Tameside,74825.0,835.0,172872.0,161218.0,119411.0,40.1,2196.0,6.6,0.8,1.4,90.9,0.2,34.5,4.2,63.6,10.0,North West,21.7,31.4
Tameside,74825.0,835.0,172872.0,161218.0,119411.0,40.1,2196.0,6.6,0.8,1.4,90.9,0.2,34.5,4.2,63.6,10.0,North West,21.7,31.4
Ealing,110496.0,776.0,272898.0,252169.0,170581.0,37.1,6154.0,29.7,10.9,4.5,49.0,6.0,30.8,5.7,61.4,13.4,London,26.3,22.7
Ealing,110496.0,776.0,272898.0,252169.0,170581.0,37.1,6154.0,29.7,10.9,4.5,49.0,6.0,30.8,5.7,61.4,13.4,London,26.3,22.7
Ealing,110496.0,776.0,272898.0,252169.0,170581.0,37.1,6154.0,29.7,10.9,4.5,49.0,6.0,30.8,5.7,61.4,13.4,London,26.3,22.7
Ealing,110496.0,776.0,272898.0,252169.0,170581.0,37.1,6154.0,29.7,10.9,4.5,49.0,6.0,30.8,5.7,61.4,13.4,London,26.3,22.7
Warrington,69805.0,584.0,165181.0,156834.0,124936.0,42.3,1163.0,2.4,0.3,1.1,95.9,0.2,31.1,3.2,70.3,11.1,North West,26.9,18.9
Warrington,69805.0,584.0,165181.0,156834.0,124936.0,42.3,1163.0,2.4,0.3,1.1,95.9,0.2,31.1,3.2,70.3,11.1,North West,26.9,18.9
Warrington,69805.0,584.0,165181.0,156834.0,124936.0,42.3,1163.0,2.4,0.3,1.1,95.9,0.2,31.1,3.2,70.3,11.1,North West,26.9,18.9
Warrington,69805.0,584.0,165181.0,156834.0,124936.0,42.3,1163.0,2.4,0.3,1.1,95.9,0.2,31.1,3.2,70.3,11.1,North West,26.9,18.9
Telford and Wrekin,56812.0,346.0,138074.0,129768.0,99984.0,39.5,620.0,4.2,1.1,1.8,92.7,0.3,30.0,3.8,65.8,7.9,West Midlands,20.7,25.0
Telford and Wrekin,56812.0,346.0,138074.0,129768.0,99984.0,39.5,620.0,4.2,1.1,1.8,92.7,0.3,30.0,3.8,65.8,7.9,West Midlands,20.7,25.0
Telford and Wrekin,56812.0,346.0,138074.0,129768.0,99984.0,39.5,620.0,4.2,1.1,1.8,92.7,0.3,30.0,3.8,65.8,7.9,West Midlands,20.7,25.0
Telford and Wrekin,56812.0,346.0,138074.0,129768.0,99984.0,39.5,620.0,4.2,1.1,1.8,92.7,0.3,30.0,3.8,65.8,7.9,West Midlands,20.7,25.0
Medway,85743.0,876.0,204726.0,191977.0,146905.0,38.2,1438.0,5.2,2.5,2.0,89.6,0.7,30.2,4.2,64.3,9.3,South East,21.1,23.9
Medway,85743.0,876.0,204726.0,191977.0,146905.0,38.2,1438.0,5.2,2.5,2.0,89.6,0.7,30.2,4.2,64.3,9.3,South East,21.1,23.9
Medway,85743.0,876.0,204726.0,191977.0,146905.0,38.2,1438.0,5.2,2.5,2.0,89.6,0.7,30.2,4.2,64.3,9.3,South East,21.1,23.9
Medway,85743.0,876.0,204726.0,191977.0,146905.0,38.2,1438.0,5.2,2.5,2.0,89.6,0.7,30.2,4.2,64.3,9.3,South East,21.1,23.9
St. Helens,61211.0,605.0,140802.0,132774.0,103907.0,43.0,1324.0,1.0,0.1,0.7,98.0,0.1,33.5,3.6,68.5,5.8,North West,20.4,31.5
St. Helens,61211.0,605.0,140802.0,132774.0,103907.0,43.0,1324.0,1.0,0.1,0.7,98.0,0.1,33.5,3.6,68.5,5.8,North West,20.4,31.5
St. Helens,61211.0,605.0,140802.0,132774.0,103907.0,43.0,1324.0,1.0,0.1,0.7,98.0,0.1,33.5,3.6,68.5,5.8,North West,20.4,31.5
St. Helens,61211.0,605.0,140802.0,132774.0,103907.0,43.0,1324.0,1.0,0.1,0.7,98.0,0.1,33.5,3.6,68.5,5.8,North West,20.4,31.5
Enfield,90272.0,709.0,217440.0,202228.0,140296.0,36.4,4130.0,11.2,17.2,5.5,61.0,5.1,32.2,5.9,56.2,14.5,London,32.4,25.8
Enfield,90272.0,709.0,217440.0,202228.0,140296.0,36.4,4130.0,11.2,17.2,5.5,61.0,5.1,32.2,5.9,56.2,14.5,London,32.4,25.8
Enfield,90272.0,709.0,217440.0,202228.0,140296.0,36.4,4130.0,11.2,17.2,5.5,61.0,5.1,32.2,5.9,56.2,14.5,London,32.4,25.8
Enfield,90272.0,709.0,217440.0,202228.0,140296.0,36.4,4130.0,11.2,17.2,5.5,61.0,5.1,32.2,5.9,56.2,14.5,London,32.4,25.8
Kingston upon Thames,54107.0,369.0,132027.0,123887.0,97633.0,37.4,4764.0,16.3,2.5,3.9,74.5,2.7,30.4,3.2,64.2,12.3,London,28.5,11.4
Kingston upon Thames,54107.0,369.0,132027.0,123887.0,97633.0,37.4,4764.0,16.3,2.5,3.9,74.5,2.7,30.4,3.2,64.2,12.3,London,28.5,11.4
Kingston upon Thames,54107.0,369.0,132027.0,123887.0,97633.0,37.4,4764.0,16.3,2.5,3.9,74.5,2.7,30.4,3.2,64.2,12.3,London,28.5,11.4
Kingston upon Thames,54107.0,369.0,132027.0,123887.0,97633.0,37.4,4764.0,16.3,2.5,3.9,74.5,2.7,30.4,3.2,64.2,12.3,London,28.5,11.4
Nottingham,102351.0,846.0,225975.0,206706.0,140457.0,29.7,4462.0,13.1,7.3,6.6,71.5,1.5,34.8,6.9,60.0,7.6,East Midlands,22.4,34.9
Nottingham,102351.0,846.0,225975.0,206706.0,140457.0,29.7,4462.0,13.1,7.3,6.6,71.5,1.5,34.8,6.9,60.0,7.6,East Midlands,22.4,34.9
Nottingham,102351.0,846.0,225975.0,206706.0,140457.0,29.7,4462.0,13.1,7.3,6.6,71.5,1.5,34.8,6.9,60.0,7.6,East Midlands,22.4,34.9
Nottingham,102351.0,846.0,225975.0,206706.0,140457.0,29.7,4462.0,13.1,7.3,6.6,71.5,1.5,34.8,6.9,60.0,7.6,East Midlands,22.4,34.9
Wokingham,52144.0,276.0,142283.0,136409.0,112568.0,41.6,956.0,7.4,1.4,2.1,88.4,0.7,34.5,2.3,67.6,9.3,South East,25.6,5.8
Wokingham,52144.0,276.0,142283.0,136409.0,112568.0,41.6,956.0,7.4,1.4,2.1,88.4,0.7,34.5,2.3,67.6,9.3,South East,25.6,5.8
Wokingham,52144.0,276.0,142283.0,136409.0,112568.0,41.6,956.0,7.4,1.4,2.1,88.4,0.7,34.5,2.3,67.6,9.3,South East,25.6,5.8
Wokingham,52144.0,276.0,142283.0,136409.0,112568.0,41.6,956.0,7.4,1.4,2.1,88.4,0.7,34.5,2.3,67.6,9.3,South East,25.6,5.8
Milton Keynes,88777.0,576.0,210109.0,196118.0,148031.0,38.0,873.0,9.2,6.9,3.3,80.0,0.6,28.9,3.9,71.4,8.2,South East,25.5,18.0
Milton Keynes,88777.0,576.0,210109.0,196118.0,148031.0,38.0,873.0,9.2,6.9,3.3,80.0,0.6,28.9,3.9,71.4,8.2,South East,25.5,18.0
Milton Keynes,88777.0,576.0,210109.0,196118.0,148031.0,38.0,873.0,9.2,6.9,3.3,80.0,0.6,28.9,3.9,71.4,8.2,South East,25.5,18.0
Milton Keynes,88777.0,576.0,210109.0,196118.0,148031.0,38.0,873.0,9.2,6.9,3.3,80.0,0.6,28.9,3.9,71.4,8.2,South East,25.5,18.0
County Durham,165226.0,1674.0,420267.0,396581.0,319889.0,43.4,238.0,0.9,0.1,0.6,98.2,0.2,33.1,5.2,62.3,9.6,North East,21.7,26.8
County Durham,165226.0,1674.0,420267.0,396581.0,319889.0,43.4,238.0,0.9,0.1,0.6,98.2,0.2,33.1,5.2,62.3,9.6,North East,21.7,26.8
County Durham,165226.0,1674.0,420267.0,396581.0,319889.0,43.4,238.0,0.9,0.1,0.6,98.2,0.2,33.1,5.2,62.3,9.6,North East,21.7,26.8
County Durham,165226.0,1674.0,420267.0,396581.0,319889.0,43.4,238.0,0.9,0.1,0.6,98.2,0.2,33.1,5.2,62.3,9.6,North East,21.7,26.8
Oldham,74898.0,814.0,167430.0,154915.0,108135.0,37.1,1666.0,19.2,1.2,1.8,77.5,0.2,32.8,5.0,63.3,9.0,North West,24.9,33.2
Oldham,74898.0,814.0,167430.0,154915.0,108135.0,37.1,1666.0,19.2,1.2,1.8,77.5,0.2,32.8,5.0,63.3,9.0,North West,24.9,33.2
Oldham,74898.0,814.0,167430.0,154915.0,108135.0,37.1,1666.0,19.2,1.2,1.8,77.5,0.2,32.8,5.0,63.3,9.0,North West,24.9,33.2
Oldham,74898.0,814.0,167430.0,154915.0,108135.0,37.1,1666.0,19.2,1.2,1.8,77.5,0.2,32.8,5.0,63.3,9.0,North West,24.9,33.2
Newham,101162.0,756.0,243569.0,219231.0,129085.0,32.3,9756.0,43.5,19.6,4.5,29.0,3.5,25.6,5.1,60.7,12.1,London,27.8,29.6
Newham,101162.0,756.0,243569.0,219231.0,129085.0,32.3,9756.0,43.5,19.6,4.5,29.0,3.5,25.6,5.1,60.7,12.1,London,27.8,29.6
Newham,101162.0,756.0,243569.0,219231.0,129085.0,32.3,9756.0,43.5,19.6,4.5,29.0,3.5,25.6,5.1,60.7,12.1,London,27.8,29.6
Newham,101162.0,756.0,243569.0,219231.0,129085.0,32.3,9756.0,43.5,19.6,4.5,29.0,3.5,25.6,5.1,60.7,12.1,London,27.8,29.6
East Riding of Yorkshire,93828.0,953.0,284308.0,272321.0,229556.0,49.2,142.0,0.9,0.2,0.7,98.1,0.2,35.8,3.2,66.3,11.2,Yorkshire and The Humber,19.7,15.6
East Riding of Yorkshire,93828.0,953.0,284308.0,272321.0,229556.0,49.2,142.0,0.9,0.2,0.7,98.1,0.2,35.8,3.2,66.3,11.2,Yorkshire and The Humber,19.7,15.6
East Riding of Yorkshire,93828.0,953.0,284308.0,272321.0,229556.0,49.2,142.0,0.9,0.2,0.7,98.1,0.2,35.8,3.2,66.3,11.2,Yorkshire and The Humber,19.7,15.6
East Riding of Yorkshire,93828.0,953.0,284308.0,272321.0,229556.0,49.2,142.0,0.9,0.2,0.7,98.1,0.2,35.8,3.2,66.3,11.2,Yorkshire and The Humber,19.7,15.6
Bracknell Forest,37718.0,198.0,97172.0,92333.0,73959.0,39.3,1120.0,5.0,1.9,2.0,90.6,0.4,28.6,2.5,72.0,10.4,South East,23.1,10.2
Bracknell Forest,37718.0,198.0,97172.0,92333.0,73959.0,39.3,1120.0,5.0,1.9,2.0,90.6,0.4,28.6,2.5,72.0,10.4,South East,23.1,10.2
Bracknell Forest,37718.0,198.0,97172.0,92333.0,73959.0,39.3,1120.0,5.0,1.9,2.0,90.6,0.4,28.6,2.5,72.0,10.4,South East,23.1,10.2
Bracknell Forest,37718.0,198.0,97172.0,92333.0,73959.0,39.3,1120.0,5.0,1.9,2.0,90.6,0.4,28.6,2.5,72.0,10.4,South East,23.1,10.2
West Berkshire,42798.0,232.0,130699.0,125329.0,104414.0,43.5,225.0,2.5,0.9,1.6,94.8,0.2,26.8,2.4,72.3,10.2,South East,23.6,10.0
West Berkshire,42798.0,232.0,130699.0,125329.0,104414.0,43.5,225.0,2.5,0.9,1.6,94.8,0.2,26.8,2.4,72.3,10.2,South East,23.6,10.0
West Berkshire,42798.0,232.0,130699.0,125329.0,104414.0,43.5,225.0,2.5,0.9,1.6,94.8,0.2,26.8,2.4,72.3,10.2,South East,23.6,10.0
West Berkshire,42798.0,232.0,130699.0,125329.0,104414.0,43.5,225.0,2.5,0.9,1.6,94.8,0.2,26.8,2.4,72.3,10.2,South East,23.6,10.0
Leeds,252359.0,1754.0,602633.0,563371.0,431403.0,35.3,1438.0,7.8,3.4,2.6,85.1,1.1,32.5,4.2,70.5,9.9,Yorkshire and The Humber,22.8,27.3
Leeds,252359.0,1754.0,602633.0,563371.0,431403.0,35.3,1438.0,7.8,3.4,2.6,85.1,1.1,32.5,4.2,70.5,9.9,Yorkshire and The Humber,22.8,27.3
Leeds,252359.0,1754.0,602633.0,563371.0,431403.0,35.3,1438.0,7.8,3.4,2.6,85.1,1.1,32.5,4.2,70.5,9.9,Yorkshire and The Humber,22.8,27.3
Leeds,252359.0,1754.0,602633.0,563371.0,431403.0,35.3,1438.0,7.8,3.4,2.6,85.1,1.1,32.5,4.2,70.5,9.9,Yorkshire and The Humber,22.8,27.3
Hillingdon,93234.0,724.0,226893.0,210652.0,150106.0,36.3,2652.0,25.3,7.3,3.8,60.6,3.0,35.1,4.7,66.8,8.7,London,32.0,18.2
Hillingdon,93234.0,724.0,226893.0,210652.0,150106.0,36.3,2652.0,25.3,7.3,3.8,60.6,3.0,35.1,4.7,66.8,8.7,London,32.0,18.2
Hillingdon,93234.0,724.0,226893.0,210652.0,150106.0,36.3,2652.0,25.3,7.3,3.8,60.6,3.0,35.1,4.7,66.8,8.7,London,32.0,18.2
Hillingdon,93234.0,724.0,226893.0,210652.0,150106.0,36.3,2652.0,25.3,7.3,3.8,60.6,3.0,35.1,4.7,66.8,8.7,London,32.0,18.2
East Devon,35935.0,251.0,125365.0,120461.0,104629.0,51.2,180.0,0.7,0.1,0.7,98.4,0.1,39.4,2.3,65.3,16.8,South West,26.6,12.8
Havant,34350.0,359.0,99981.0,95425.0,79532.0,45.9,2264.0,1.2,0.3,1.3,97.1,0.2,40.1,3.6,60.2,13.2,South East,17.6,21.8
Surrey Heath,27807.0,243.0,73739.0,70032.0,59460.0,43.9,939.0,6.3,1.0,1.9,90.2,0.7,42.6,2.6,78.4,5.0,South East,33.7,8.1
Worthing,30873.0,229.0,89359.0,85014.0,71187.0,45.2,3400.0,3.2,0.8,1.8,93.8,0.4,35.8,3.1,69.0,13.0,South East,26.8,17.0
Braintree,44068.0,443.0,119068.0,113762.0,92411.0,43.6,249.0,1.4,0.6,1.2,96.6,0.2,29.4,2.7,75.4,10.7,East  ,24.0,14.7
Winchester,34548.0,205.0,106504.0,101641.0,85827.0,43.7,189.0,2.3,0.4,1.4,95.7,0.3,28.1,2.7,60.6,11.5,South East,27.6,9.6
Rossendale,22782.0,203.0,52756.0,49478.0,37668.0,42.5,518.0,5.0,0.2,0.9,93.8,0.1,26.3,3.3,73.4,10.2,North West,20.1,24.1
South Northamptonshire,26963.0,162.0,79757.0,76645.0,64996.0,45.1,149.0,1.3,0.4,1.2,96.9,0.1,27.3,2.3,71.4,12.1,East Midlands,26.8,7.7
Selby,26514.0,140.0,74350.0,71151.0,59872.0,44.5,151.0,0.6,0.3,0.8,98.4,0.0,28.6,3.0,60.9,14.4,Yorkshire and The Humber,28.9,12.7
Mendip,28632.0,219.0,93344.0,88777.0,73355.0,47.0,156.0,0.9,0.2,0.9,98.0,0.1,37.6,3.3,69.2,10.0,South West,20.0,16.6
Mid Suffolk,24470.0,226.0,86864.0,83645.0,71894.0,47.8,119.0,0.7,0.4,1.0,97.9,0.1,32.3,2.1,64.1,15.8,East  ,20.4,13.2
Bromsgrove,30269.0,310.0,80516.0,77024.0,64343.0,45.5,460.0,2.1,0.5,1.5,95.8,0.2,38.7,3.1,70.6,7.3,West Midlands,24.1,11.7
Fenland,27565.0,265.0,80011.0,76080.0,62095.0,45.0,186.0,1.1,0.5,0.9,97.2,0.2,24.2,3.3,58.3,10.0,East  ,15.9,25.4
South Lakeland,24760.0,281.0,87293.0,84077.0,71486.0,51.3,68.0,0.8,0.2,0.6,98.4,0.1,26.4,1.8,55.5,23.5,North West,23.1,12.5
Cotswold,20267.0,154.0,76940.0,73817.0,64646.0,49.1,77.0,1.0,0.3,0.8,97.8,0.1,34.1,2.5,62.5,15.4,South West,19.6,11.1
Dacorum,46359.0,403.0,119397.0,113592.0,90551.0,40.7,728.0,4.7,2.1,2.1,90.8,0.3,25.4,2.4,64.6,12.6,East  ,32.8,13.0
North Hertfordshire,37936.0,327.0,106001.0,101577.0,83903.0,42.2,356.0,5.4,2.0,2.7,89.5,0.5,35.3,2.8,75.9,8.8,East  ,28.5,11.6
Great Yarmouth,27696.0,321.0,78859.0,74420.0,59905.0,45.9,570.0,1.2,0.5,1.2,96.9,0.3,43.6,4.9,57.3,10.0,East  ,20.3,33.1
South Somerset,41135.0,244.0,141096.0,134773.0,113531.0,47.7,176.0,0.9,0.2,0.7,98.1,0.1,36.3,2.7,67.5,10.2,South West,23.8,17.3
Malvern Hills,17246.0,158.0,66837.0,64195.0,55696.0,50.8,136.0,1.2,0.2,0.9,97.6,0.1,32.2,2.5,61.9,13.1,West Midlands,8.2,16.1
Allerdale,27988.0,320.0,80021.0,77012.0,63737.0,48.3,79.0,0.5,0.1,0.4,98.9,0.1,37.4,2.6,67.9,14.3,North West,21.4,22.9
Amber Valley,36156.0,392.0,102482.0,98727.0,82038.0,46.1,483.0,0.8,0.2,0.8,98.1,0.1,32.2,2.8,72.1,7.4,East Midlands,11.4,18.0
Castle Point,28076.0,417.0,71278.0,68008.0,53989.0,46.9,2023.0,1.1,0.8,1.0,96.9,0.2,34.6,2.7,68.2,10.5,East  ,19.4,16.8
Fylde,23337.0,312.0,67497.0,64524.0,54533.0,50.5,488.0,1.1,0.2,1.0,97.5,0.2,26.6,2.4,73.0,6.4,North West,18.8,15.9
South Holland,24650.0,255.0,72814.0,69587.0,56682.0,46.4,127.0,0.8,0.3,0.9,97.8,0.1,42.1,3.8,64.2,9.7,East Midlands,17.5,17.9
Scarborough,27415.0,268.0,88970.0,84533.0,72041.0,50.1,133.0,1.3,0.2,0.8,97.5,0.2,41.0,3.6,68.5,8.9,Yorkshire and The Humber,26.7,26.3
Runnymede,26023.0,179.0,67257.0,63601.0,51303.0,37.7,1146.0,6.9,1.1,2.1,89.0,1.0,28.7,2.3,60.2,16.0,South East,23.7,12.0
Epping Forest,40380.0,438.0,99655.0,94775.0,73654.0,42.7,388.0,4.8,1.9,2.1,90.5,0.7,24.0,2.9,60.6,18.0,East  ,27.5,15.1
Maldon,17687.0,166.0,54155.0,51912.0,43349.0,49.2,181.0,0.8,0.2,0.8,98.1,0.1,22.1,2.7,56.7,21.6,East  ,30.0,14.2
Gosport,23315.0,195.0,64914.0,61564.0,51083.0,42.7,3344.0,1.3,0.7,1.3,96.4,0.2,32.2,3.5,62.5,7.0,South East,18.7,20.5
Broxbourne,29898.0,247.0,71371.0,67501.0,50678.0,40.2,1891.0,2.3,4.2,2.3,90.3,0.8,30.5,3.4,67.1,14.9,East  ,25.3,18.0
Northampton,73880.0,598.0,165615.0,154729.0,115795.0,37.6,2781.0,6.5,5.1,3.2,84.5,0.7,30.9,5.0,67.2,9.7,East Midlands,25.8,23.4
Stratford-on-Avon,35397.0,288.0,113874.0,109380.0,94515.0,48.2,133.0,1.2,0.2,1.0,97.4,0.2,26.4,2.2,68.7,13.3,West Midlands,18.8,11.7
Wychavon,33391.0,295.0,109349.0,105269.0,90032.0,48.2,195.0,1.0,0.2,0.8,97.9,0.1,38.9,2.8,66.6,12.3,West Midlands,19.2,15.8
